chunk_id,document_id,section_number,section_name,content_type,token_count,cas_numbers,hazard_codes,keywords,content_preview
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S08_004,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,8,Controles de exposición/protección personal,text,511,,,gas; ejecutar; los; verificar; en; cerca; casos; menos; antebrazos; Lavar; eliminadores; salpicaduras; botas; lavado; al; Antes; deben; lavabo; locales; posibilidad; equipo; cuerpo; Si; riesgos; aprobado; necesario; apropiadas; obtener; Los; final; nivel; equipos; overoles; preciso; Control; especialista; volver; grado; Cuando; productos; fumar; con; ser; tarea; Usar; En; evaluados; comer; proceso; encuentren; seguridad; para; adecuada; involucrados; debajo; cara; utilizar; debe; remover; procedimientos; completamente; ojos; personal; estatutarios; contra; sistemas; procesos; usar; humo; no; el; siguiente; algunos; obrero; recintos; lugar; del; trabajo; contaminada; debido; gafas; producto; Use; Lave; requiere; medioambiental; superior; electricidad; recomendados; controles; contaminadas; un; u; reducir; exija; menor; que; por; ropa; manejar; anti; se; todos; modificaciones; manos; filtros; existe; vapor; usarlas; La; la; protector; o; duchas; ropas; riesgo; contaminantes; cumplen; emisiones; las; antes; Utilizar; es; aerotransportados; ambiente; mantener; uso; ventilación; protectoras; y; seleccionar; salir; guantes; aceptable; polvo; estaciones; otros; este; Controles; apropiados; medio; Verifique; Para; Emisiones; requisitos; a; de; descargas; contacto,"Si existe la posibilidad de contacto con el producto se debe usar el siguiente equipo de protección,..."
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S08_005,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,8,Controles de exposición/protección personal,text,253,,,potencial; los; cerca; en; HG; Lavar; lavado; Antes; deben; piel; calzado;  9; riesgos; respiradores; otra; Los; tipo; cual; manipular; individual; especialista; adicional; Otro; volver; con; Corlar; tarea; cualquier; encuentren; asegurar; elegir; seguridad; acuerdo; para; debe; base; realice; lo; importantes; ojos; personal; asociados; respiratoria; usar; el; Fecha; Media; trabajo;  2; apropiado; producto; adecuado; contaminadas; un; que; Alto; se; respiratorias; respirador; usarlas;  2.8 ; la; Medidas; o; duchas; ropas; riesgo; las; antes; ajuste; uso; 17 ; y; estaciones; apropiada; basadas; medida; otros; este; seleccione; Controles; aspectos; Base; Verifique; US; cumpla; norma; a; Brillo; de; programa; 26; Con,Lavar las ropas contaminadas antes de volver a usarlas Verifique que las estaciones de lavado de ojo...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S09_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,9,Propiedades físicas y químicas,text,212,,,Blanco; C; gas; 3000°C (275 a 5432°F); 50°C (122°F); Vaso; o; maximo; medir; 446; Color; del; n;  230; agua; kPa; Densidad; es; posible; Punto; mm; Estado; temperatura;  3000; aplicable; y; Velocidad; Coeficiente; ISO; g; 0.4 kPa; Resultado; Inflamabilidad; 275 ; Apariencia; Temperatura;  1.547 ; 230°C (446°F); presión;  2431; Olor; flujo; 122; Hg;  135 ; No;  0.7%; Solubilidad; Tiempo; 3 ; Umbral; octanol; disponible; pH;  8.1%; F; olor; Soluble; Medio;  0.4 ; a; cerrado; inflamabilidad; de;  50;  5432; vapor; no; Viscosidad,y químicas Estado físico Punto de fusión Presión de vapor Densidad Densidad de vapor Solubilidad(es)...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S10_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,10,Estabilidad y reactividad,text,220,,,"los; HG; peligrosas; incompatibles; Bajo; Reactividad; llama; taladre; al; deben;  10; chispa; No; todas; condiciones; reacciones; almacenamiento; envases; productos; con; resultados; Corlar; siguientes; En; posibles; calor; materiales; presión; oxidantes; evitarse; peligrosos; suelde; peligrosa; no; Fecha; del; Condiciones; Media;  2; ocurre; Posibilidad; producto; Estabilidad; producir; fuentes; respecto; peligrosos Condiciones que deberán evitarse Evitar todas las fuentes posibles de ignición (chispa o llama); ensayos; que; Alto; se; someta;  2.8 ; la; existen; estable; o; peligrosas : En condiciones normales de almacenamiento y uso, no ocurre reacción peligrosa; reactividad; Productos; las; esmerile; es; normales; Reactivo; uso; 17 ; y; sus; exponga; este; Evitar; Base; ingredientes; corte; US; incompatible; a; Brillo; de; Materiales; 26; El",El producto es estable. Estabilidad química : Posibilidad de reacciones peligrosas : En condiciones ...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S11_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,11,Información toxicológica,text,288,,,Xilenos;  2001 ; Nombre; 50 ; horas; HG; Butoxietanol; 2;  5 ; Tetrahidrofurano; Resultado; crystalline; Por; ligera; 5000 ; No;  8400 ;  1650 ; non; Toxicidad; Dosis;  3500 ; DL50; Gas; Corlar; Vapor; alcohol; efectos;  2010 ;  2520 ;  1; Carcinogenicidad;  4300 ; ppm;  13500 ; Trimetilbenceno; disponible; Diacetona;  4 ; nieblas; respirable; Fecha; Media;  2; producto; aguda; Polvo; Especies; g; ingrediente; Acetona;  12.6 ;  21 ; Oral;  5800 ; nafta; Alto; mg;  2.8 ; Conejo;  18000 ; o;  3492 ; sobre; mezcla; Mutagenicidad; Etilbenceno; 17 ; y; Rata; l; disolvente; CL50; kg;  11;  917 ; silica; Base; US;  5000 ; Brillo; de; reproductiva; 26; 4,Toxicidad aguda Diacetona alcohol DL50 Cutánea Conejo 13500 mg/kg - DL50 Oral Rata 2520 mg/kg - naft...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S11_002,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,11,Información toxicológica,text,510,,,ingreso; significativos; Xilenos; los; Nombre; horas; HG; Butoxietanol;  5 ; Tetrahidrofurano; una; Resultado; Humano; crystalline; Por; piel;  60 ; conocen; dato; No; riesgos; non; grave;  87 ; Teratogenicidad; moderado; titanio; Grado; Ojos; con; Corlar; epiclorhidrina; alcohol; posibles; NTP; efectos; ppm; ocular; OSHA; ojos; relacionados; disponible; Diacetona; respirable;  186300 ; leve; uL; Irritante; Fecha; Media;  2;  100 %;  395 ;  1 ;  15 ; como; Piel; producto; Conocido; Especies; ingrediente; Acetona; irritante; Puede;  10 ; provocar;  3 ; Alto; mg; se; carcinógeno;  2.8 ; la; fuerte;  8 ; Conejo;  100 ; o; riesgo; Contacto; sobre; las; mezcla;  20 ; Etilbenceno; 17 ; y;  500 ;  2 ; Rata; Provoca; bisfenol;  12; silica; Base; IARC; US;  24 ; Brillo; de; humano; 26; A,producto de reacción: bisfenol-A-epiclorhidrina Ojos - Irritante leve Conejo - 100 mg - Piel - Irrit...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S11_003,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,11,Información toxicológica,text,510,,,"significativos; los; Xilenos; Nombre; en; HG; Ruta; bajos; 2; vez; Tetrahidrofurano; salud; una; Resultado; crystalline; Peligro; Por; niveles; piel; ligera; conocen; dato; No; pueden; muy; riesgos; non; Toxicidad; Los; PELIGRO; posteriormente; puede; grado; con; Corlar; siguientes; Efecto; ocurrir; Generales; alcohol; efectos; persona; vitales;  1; Carcinogenicidad; POR; depende; exposiciones; ojos; sensibilizada; relacionados; Trimetilbenceno; disponible; Diacetona; el; respirable; severa; lagrimeo; Efectos; Fecha; adversos; Media; Peligro de aspiración Nombre Resultado nafta disolvente (petróleo), fracción aromática ligera PELIGRO POR ASPIRACIÓN - Categoría 1 1,2,4-Trimetilbenceno PELIGRO POR ASPIRACIÓN - Categoría 1 Xilenos, mezcla isómeros PELIGRO POR ASPIRACIÓN - Categoría 1 Etilbenceno PELIGRO POR ASPIRACIÓN - Categoría 1 Ruta de exposición Órganos vitales Ruta de exposición Órganos vitales : No disponible Efectos agudos potenciales en la salud Fecha de emisión : 13/17 Corlar 2;  2; blanco;  1 ; enrojecimiento; potenciales; Acetona; Puede; 1; incluso; dolor; nafta; agudos; que; provocar;  3 ; Alto; se; incluir; respiratorias; expone;  2.8 ; la; repetidas; o; riesgo; Contacto; las; mezcla; Mutagenicidad; Etilbenceno; 17 ; y; si;  2 ; disolvente;  13; Una; silica; Base; US; a; Brillo; de; 26; El; 4",": Contacto con los ojos Síntomas relacionados con las características físicas, químicas y toxicológi..."
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S11_004,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,11,Información toxicológica,text,499,,,significativos; desarrollo; los; en; menos; Ruta; gases; retardados; salud;  22587.97 ; una; sobrante; producidos; recipientes; deben; entre; locales; conocen; No; sea; riesgos; todas; autoridades; tratar; relativa; contratista; permitirse; Los; hay; contemplar; ETA; Teratogenicidad; evitar; fertilidad;  385.45 ; envases; productos; con; corto; agua; reciclar; posible; cualquier; desechos; cumplir; posibles; efectos; para; debe; ppm; Estimaciones; GHS; disponible; no; el;  436959.37 ; sin; Efectos; del; enterramiento; como; producto; residuos; alcantarilla; aguda; cuidado; potenciales; largo; reciclables; hayan; un; Oral; por; que; estimaciones; desechados; manipulen; autorizado; mg; se; todos; reciclaje; minimizar; La; la; tales; Medidas; o; precauciones; toxicidad; sobre; factible; sean; las; compatibles; ambiente; Se; Mutagenicidad; Valor; derivado; y; plazo; sus; l; cursos; siempre; kg; este; cuando; inmediatos; medio; requisitos; vapores; tirar; limpiado; soluciones; a; de; datos;  20249.86 ; enjuagado; Disponga,Mutagenicidad : No se conocen efectos significativos o riesgos críticos Teratogenicidad : Efectos de...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S11_005,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,11,Información toxicológica,text,194,,,retener; o; envases; material; los; productos; precauciones; puede; Fecha; con; del; Corlar; Media; en; menos; inflamable; las;  2; HG; recortar; triturar; fondo; ambiente; Se; revestimentos; producto; residuos; interior; 17 ; posibles; altamente; y; dentro; sus; cuidado; explosivo; recipientes; usados; enjuagado; suelo; hayan; un; derramado; Evite; cuando; No; soldar; pueden; medio; crear; Base; alcantarillas; contacto; todas; que; manipulen; relativa; limpiado; US; Alto;  14; su; recipiente; se; Los; Brillo; de; a; 26; El; vapor; no; el;  2.8 ; la,Elimínense los residuos del producto y sus recipientes con todas las precauciones posibles Se tendrá...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S12_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,12,Información ecológica,text,288,,,Xilenos;  2001 ; Nombre; 50 ; horas; HG; Butoxietanol; 2;  5 ; Tetrahidrofurano; Resultado; crystalline; Por; ligera; 5000 ; No;  8400 ;  1650 ; non; Toxicidad; Dosis;  3500 ; DL50; Gas; Corlar; Vapor; alcohol; efectos;  2010 ;  2520 ;  1; Carcinogenicidad;  4300 ; ppm;  13500 ; Trimetilbenceno; disponible; Diacetona;  4 ; nieblas; respirable; Fecha; Media;  2; producto; aguda; Polvo; Especies; g; ingrediente; Acetona;  12.6 ;  21 ; Oral;  5800 ; nafta; Alto; mg;  2.8 ; Conejo;  18000 ; o;  3492 ; sobre; mezcla; Mutagenicidad; Etilbenceno; 17 ; y; Rata; l; disolvente; CL50; kg;  11;  917 ; silica; Base; US;  5000 ; Brillo; de; reproductiva; 26; 4,Toxicidad aguda Diacetona alcohol DL50 Cutánea Conejo 13500 mg/kg - DL50 Oral Rata 2520 mg/kg - naft...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S12_002,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,12,Información ecológica,text,510,,,ingreso; significativos; Xilenos; los; Nombre; horas; HG; Butoxietanol;  5 ; Tetrahidrofurano; una; Resultado; Humano; crystalline; Por; piel;  60 ; conocen; dato; No; riesgos; non; grave;  87 ; Teratogenicidad; moderado; titanio; Grado; Ojos; con; Corlar; epiclorhidrina; alcohol; posibles; NTP; efectos; ppm; ocular; OSHA; ojos; relacionados; disponible; Diacetona; respirable;  186300 ; leve; uL; Irritante; Fecha; Media;  2;  100 %;  395 ;  1 ;  15 ; como; Piel; producto; Conocido; Especies; ingrediente; Acetona; irritante; Puede;  10 ; provocar;  3 ; Alto; mg; se; carcinógeno;  2.8 ; la; fuerte;  8 ; Conejo;  100 ; o; riesgo; Contacto; sobre; las; mezcla;  20 ; Etilbenceno; 17 ; y;  500 ;  2 ; Rata; Provoca; bisfenol;  12; silica; Base; IARC; US;  24 ; Brillo; de; humano; 26; A,producto de reacción: bisfenol-A-epiclorhidrina Ojos - Irritante leve Conejo - 100 mg - Piel - Irrit...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S12_003,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,12,Información ecológica,text,510,,,"significativos; los; Xilenos; Nombre; en; HG; Ruta; bajos; 2; vez; Tetrahidrofurano; salud; una; Resultado; crystalline; Peligro; Por; niveles; piel; ligera; conocen; dato; No; pueden; muy; riesgos; non; Toxicidad; Los; PELIGRO; posteriormente; puede; grado; con; Corlar; siguientes; Efecto; ocurrir; Generales; alcohol; efectos; persona; vitales;  1; Carcinogenicidad; POR; depende; exposiciones; ojos; sensibilizada; relacionados; Trimetilbenceno; disponible; Diacetona; el; respirable; severa; lagrimeo; Efectos; Fecha; adversos; Media; Peligro de aspiración Nombre Resultado nafta disolvente (petróleo), fracción aromática ligera PELIGRO POR ASPIRACIÓN - Categoría 1 1,2,4-Trimetilbenceno PELIGRO POR ASPIRACIÓN - Categoría 1 Xilenos, mezcla isómeros PELIGRO POR ASPIRACIÓN - Categoría 1 Etilbenceno PELIGRO POR ASPIRACIÓN - Categoría 1 Ruta de exposición Órganos vitales Ruta de exposición Órganos vitales : No disponible Efectos agudos potenciales en la salud Fecha de emisión : 13/17 Corlar 2;  2; blanco;  1 ; enrojecimiento; potenciales; Acetona; Puede; 1; incluso; dolor; nafta; agudos; que; provocar;  3 ; Alto; se; incluir; respiratorias; expone;  2.8 ; la; repetidas; o; riesgo; Contacto; las; mezcla; Mutagenicidad; Etilbenceno; 17 ; y; si;  2 ; disolvente;  13; Una; silica; Base; US; a; Brillo; de; 26; El; 4",": Contacto con los ojos Síntomas relacionados con las características físicas, químicas y toxicológi..."
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S12_004,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,12,Información ecológica,text,499,,,significativos; desarrollo; los; en; menos; Ruta; gases; retardados; salud;  22587.97 ; una; sobrante; producidos; recipientes; deben; entre; locales; conocen; No; sea; riesgos; todas; autoridades; tratar; relativa; contratista; permitirse; Los; hay; contemplar; ETA; Teratogenicidad; evitar; fertilidad;  385.45 ; envases; productos; con; corto; agua; reciclar; posible; cualquier; desechos; cumplir; posibles; efectos; para; debe; ppm; Estimaciones; GHS; disponible; no; el;  436959.37 ; sin; Efectos; del; enterramiento; como; producto; residuos; alcantarilla; aguda; cuidado; potenciales; largo; reciclables; hayan; un; Oral; por; que; estimaciones; desechados; manipulen; autorizado; mg; se; todos; reciclaje; minimizar; La; la; tales; Medidas; o; precauciones; toxicidad; sobre; factible; sean; las; compatibles; ambiente; Se; Mutagenicidad; Valor; derivado; y; plazo; sus; l; cursos; siempre; kg; este; cuando; inmediatos; medio; requisitos; vapores; tirar; limpiado; soluciones; a; de; datos;  20249.86 ; enjuagado; Disponga,Mutagenicidad : No se conocen efectos significativos o riesgos críticos Teratogenicidad : Efectos de...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S12_005,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,12,Información ecológica,text,480,,,"Este; cantidad; los; embalajes; en; menos; HG; fondo; 677.52 ; transporta; transportado; altamente; dentro; galones; canales; recipientes; usados; reclasificado; buques; Evite; No; soldar; pueden; sea; regulados; alcantarillas; todas;  119 ; relativa; su; Los; enviar; envases; regulado; productos; puede; con; Corlar; ser; L; regulaciones; recortar; transporte; bultos; requieren; menores; posibles; marcado; para; materiales; otras; lo; sujetos; contaminante; peligrosos;  3967.6 ; ferroviaria; informable; reporte; Cantidad; peligrosa; no; el; ≤5 ; cumplan; material; Fecha; del; Media;  2; triturar; inferiores; iguales; como; Galones; producto; residuos; cuidado; requiere; combustible; suelo; disposiciones; hayan; un; derramado; son; establecida; que; manipulen; por; Alto; peligrosa para el medio ambiente puede mostrarse si otras regulaciones de transporte lo requieren;  14; recipiente; se; sustancia; marino; mostrarse; vapor; excepto;  2.8 ; la; granel; retener; voluminosos; o; RQ; empaques; precauciones; contaminantes; mar;  2564.7 ; inflamable; las; peligrosos si sus tamaños son inferiores a la cantidad de reporte para el producto, excepto cuando se transportan en buques Este producto no está regulado como contaminante marino cuando se transporta en canales y ríos navegables en tamaños de ≤5 L o ≤5 kg o por vía terrestre, ferroviaria o aérea en tamaños no voluminosos, siempre y cuando los empaques cumplan con las disposiciones generales de §§ 173; ambiente; Se; revestimentos;  173.24 ; interior; 17 ; y; sus; explosivo; si; navegables; siempre; kg; terrestre; cuando; medio; crear; Base;  8739.2 ; combustibles; requisitos; lbs; limpiado; US; transportan; a; Brillo; generales; de; 26; El; buque;  173.24; enjuagado; contacto",Elimínense los residuos del producto y sus recipientes con todas las precauciones posibles Se tendrá...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S12_006,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,12,Información ecológica,text,406,,,accidente; en; HG; peligrosas; una; al; relativas; dentro; Precauciones; cerrados; obligatoria; recipientes; entre;  15; conocen; No; peligrosa para el medio ambiente puede mostrarse si otras regulaciones de transporte lo requieren Información adicional Precauciones especiales para el usuario Transporte dentro de las instalaciones de usuarios: siempre transporte en recipientes cerrados que estén verticales y seguros Asegurar que las personas que transportan el producto conocen qué hacer en caso de un accidente o derrame : Producto clasificado de acuerdo con las siguientes secciones de las regulaciones de transporte de mercancías peligrosas 2 (Class 3) Clasificación DOT Clasificación para el TDG IMDG IATA : : : : PINTURA 3 III PINTURA 3 III PINTURA 3 III Clasificación DOT IMDG IATA Número ONU Designación oficial de transporte Clase(s) relativas al transporte Grupo de embalaje Riesgos ambientales Sí Sí Sí La marca de substancia peligrosa para el ambiente no es obligatoria Clasificación para el TDG PINTURA 3 III No Clasificación de México PINTURA 3 III No Fecha de emisión : 15/17 Corlar 2; variar; proveedor; exenciones; relativa; obtener; marca; su; seguros; incluyendo; personas; especialista; adicional; puede; con; Corlar; encuentran; siguientes; regulaciones; Riesgos; usuario; posible; transporte; requieren; marcado; Asegurar; excepciones; Producto; para; acuerdo; usuarios; contenedor; otras; ONU; Clase; volumen; lo; Consulte; disponible; oficial; IMDG; caso; factores; instalaciones; peligrosa; no; el; Transporte; material; Fecha; del; Media;  2; embalaje; hacer; como; producto; un; derrame; s; ambientales; secciones; que; clasificado;  3 ; Alto; PINTURA; se; sustancia; mostrarse;  3; aplicables; La;  2.8 ; verticales; la; granel; modo; o; IMO; las; III; es; TDG; ambiente; uso; 17 ; y; si; substancia;  2 ; DOT; apropiada; siempre; Class; este; otros; real; especiales; medio; IATA; Base; instrumentos; varios; US; transportan; proporcionada; a; Brillo; de; 26; El; Grupo,El marcado como sustancia peligrosa para el medio ambiente puede mostrarse si otras regulaciones de ...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S13_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,13,Consideraciones de eliminación,text,288,,,Xilenos;  2001 ; Nombre; 50 ; horas; HG; Butoxietanol; 2;  5 ; Tetrahidrofurano; Resultado; crystalline; Por; ligera; 5000 ; No;  8400 ;  1650 ; non; Toxicidad; Dosis;  3500 ; DL50; Gas; Corlar; Vapor; alcohol; efectos;  2010 ;  2520 ;  1; Carcinogenicidad;  4300 ; ppm;  13500 ; Trimetilbenceno; disponible; Diacetona;  4 ; nieblas; respirable; Fecha; Media;  2; producto; aguda; Polvo; Especies; g; ingrediente; Acetona;  12.6 ;  21 ; Oral;  5800 ; nafta; Alto; mg;  2.8 ; Conejo;  18000 ; o;  3492 ; sobre; mezcla; Mutagenicidad; Etilbenceno; 17 ; y; Rata; l; disolvente; CL50; kg;  11;  917 ; silica; Base; US;  5000 ; Brillo; de; reproductiva; 26; 4,Toxicidad aguda Diacetona alcohol DL50 Cutánea Conejo 13500 mg/kg - DL50 Oral Rata 2520 mg/kg - naft...
